,name,link,price,description,date_collected,image_link,in_stock,details
197,Beaujolais-Villages Le Bouteau 2016 Granger,https://www.kingscountywines.com/beaujolais-villages-le-bouteau-2016-granger.html,15.99,"Bright, fresh fun. Chill it, then chill out.",2020-02-10 22:52:48.572164,https://cdn.shoplightspeed.com/shops/603808/files/17597052/beaujolais-villages-le-bouteau-2016-granger.jpg,In stock,null
198,Lambrusco Ancestrale 2018 Il Folicello,https://www.kingscountywines.com/lambrusco-rosso-ancestrale-2018-il-folicello.html,17.99,"Cheesy, savory, dry. Try with salty cheese.",2020-02-10 22:52:48.772375,https://cdn.shoplightspeed.com/shops/603808/files/17597151/lambrusco-rosso-ancestrale-2018-il-folicello.jpg,In stock,null
199,Monbazillac 2012 Château La Gironie,https://www.kingscountywines.com/monbazillac-2012-chateau-la-gironie.html,15.99,"Sweet, sunshiny botrytised wine. Like Sauternes but way, way cheaper.",2020-02-10 22:52:49.054398,https://cdn.shoplightspeed.com/shops/603808/files/17597162/monbazillac-2012-chateau-la-gironie.jpg,In stock,null
200,Bobal 2018 La Traca,https://www.kingscountywines.com/bobal-2018-la-traca.html,11.99,"Peppery, plummy, yummy. Your lil' paella buddy!",2020-02-10 22:52:49.244095,https://cdn.shoplightspeed.com/shops/603808/files/17651683/bobal-2018-la-traca.jpg,In stock,null
201,Fiano Trentenare 2018 San Salvatore,https://www.kingscountywines.com/fiano-trentenare-2018-san-salvatore.html,21.99,"Biodynamic benchmark Campania producer's flagship fiano. Orangey, oily, perfect.",2020-02-10 22:52:49.444173,https://cdn.shoplightspeed.com/shops/603808/files/17597139/fiano-trentenare-2018-san-salvatore.jpg,In stock,null
202,"Riesling ""Goodbye Horses"" 2017 Lightwell Survey",https://www.kingscountywines.com/riesling-goodbye-horses-2017-lightwell-survey.html,27.99,"Fresh green apple, white flowers, bright acid. VA is for... great wine?",2020-02-10 22:52:49.665656,https://cdn.shoplightspeed.com/shops/603808/files/17597495/riesling-goodbye-horses-2017-lightwell-survey.jpg,In stock,null
203,Chardonnay Cayuga Lake 2018 Osmote,https://www.kingscountywines.com/chardonnay-cayuga-lake-2018-osmote.html,18.99,"Gorgeously textured, no-oak, no-malo chardo. Roast chicken's dear friend.",2020-02-10 22:52:49.877543,https://cdn.shoplightspeed.com/shops/603808/files/17597102/chardonnay-cayuga-lake-2018-osmote.jpg,In stock,null
204,Zinfandel Rafanelli 2013 Alex Cooper Project,https://www.kingscountywines.com/zinfandel-rafanelli-2013-alex-cooper-project.html,17.99,"Famous vineyard zin. Think fall leaves, cableknit sweaters, sticky toffee pudding.",2020-02-10 22:52:50.162205,https://cdn.shoplightspeed.com/shops/603808/files/17651617/zinfandel-rafanelli-2013-alex-cooper-project.jpg,In stock,null
205,Saint-Émilion Grand Cru 1.5L 2015 Segottes,https://www.kingscountywines.com/saint-emilion-grand-cru-15l-2015-segottes.html,82.99,"Smoked meat, bleu cheese. Round, rich, inviting.",2020-02-10 22:52:50.411505,https://cdn.shoplightspeed.com/shops/603808/files/17597216/saint-emilion-grand-cru-15l-2015-haut-segottes.jpg,In stock,null
206,Mâcon-Loche 2018 Clos des Rocs,https://www.kingscountywines.com/macon-loche-2018-clos-des-rocs.html,19.99,Minerally Mâcon chardonnay. Not oaky mom-wine. Pretty great.,2020-02-10 22:52:50.597010,https://cdn.shoplightspeed.com/shops/603808/files/17597153/macon-loche-2018-clos-des-rocs.jpg,In stock,null
207,Cabernet Franc 2018 Osmote,https://www.kingscountywines.com/cabernet-franc-2018-osmote.html,23.99,"Natural, partial-carbonic, strawberry jam-scented wine for drinking.",2020-02-10 22:52:50.806351,https://cdn.shoplightspeed.com/shops/603808/files/17651639/cabernet-franc-2018-osmote.jpg,In stock,null
208,Zweigelt 2016 Bauer,https://www.kingscountywines.com/zweigelt-2016-bauer.html,14.99,"Pepper, blood, syrah-like. It's a hit.",2020-02-10 22:52:50.995970,https://cdn.shoplightspeed.com/shops/603808/files/17504621/zweigelt-2016-bauer.jpg,In stock,null
209,Malvasia Baracija 2017 Clai Wines,https://www.kingscountywines.com/copy-of-refosk-baracija-2017-clai-wines.html,24.99,"Skin-contact malvasia from Croatia. baking spices, meringue, fresh apricot. Neat!",2020-02-10 22:52:51.202285,https://cdn.shoplightspeed.com/shops/603808/files/17597531/malvasia-baracija-2017-clai-wines.jpg,In stock,null
210,Rioja VS Tinto 2015 Vinos Subterraneos,https://www.kingscountywines.com/rioja-vs-tinto-2015-vinos-subterraneos.html,32.99,"Vanilla-scented, deeply fruited, old-school Rioja.",2020-02-10 22:52:51.398721,https://cdn.shoplightspeed.com/shops/603808/files/17597541/rioja-vs-tinto-2015-vinos-subterraneos.jpg,In stock,null
211,Cannonau di Sardegna 2017 Neale,https://www.kingscountywines.com/cannonau-di-sardegna-2017-neale.html,22.99,"Grenache from Sardinia. Oranges, baking spices. Big gulp.",2020-02-10 22:52:51.622456,https://cdn.shoplightspeed.com/shops/603808/files/17597498/cannonau-di-sardegna-2017-neale.jpg,In stock,null
212,Chardonnay 2017 Gundlach Bundschu,https://www.kingscountywines.com/chardonnay-2017-gundlach-bundschu.html,24.99,Venerable Sonoma producer. Just the right buttery kiss of oak. Hits the spot.,2020-02-10 22:52:51.845555,https://cdn.shoplightspeed.com/shops/603808/files/17597528/chardonnay-2017-gundlach-bundschu.jpg,In stock,null
213,Syrah 2016 Kunin*,https://www.kingscountywines.com/syrah-2016-kunin.html,27.99,Muscular Santa Barbara syrah retains syrah meaty savory yum flavor!,2020-02-10 22:52:52.054329,https://cdn.shoplightspeed.com/shops/603808/files/17597519/syrah-2016-kunin.jpg,In stock,null
214,Vernaccia di Oristano 2014 Contini,https://www.kingscountywines.com/vernaccia-di-oristano-2014-contini.html,29.99,Peculiar orange/sherry hybrid. Soft & nutty.,2020-02-10 22:52:52.279206,https://cdn.shoplightspeed.com/shops/603808/files/17597504/vernaccia-di-oristano-2014-contini.jpg,In stock,null
215,Costa delle Sesia Uvaggio 2016 Sperino,https://www.kingscountywines.com/costa-delle-sesia-uvaggio-2016-sperino.html,32.99,"Ethereal nebbiolo, satisfyingly meaty, from Piedmont's north.",2020-02-10 22:52:52.471933,https://cdn.shoplightspeed.com/shops/603808/files/17597512/costa-delle-sesia-uvaggio-2016-sperino.jpg,In stock,null
216,Pinot Gris 2017 Friedrich Becker,https://www.kingscountywines.com/pinot-gris-2017-friedrich-becker.html,21.99,"Slightly orange, very charming Pinot Gris. Delicate, yet succulent.",2020-02-10 22:52:52.877037,https://cdn.shoplightspeed.com/shops/603808/files/15099770/pinot-gris-2017-friedrich-becker.jpg,In stock,null
217,Riesling Kabinett Morstein 2018 Seehof,https://www.kingscountywines.com/riesling-kabinett-morstein-2018-seehof.html,19.99,"Fragrant, slightly off-dry, brilliantly acidic dazzler. Quintessential.",2020-02-10 22:52:53.073157,https://cdn.shoplightspeed.com/shops/603808/files/15099889/riesling-kabinett-morstein-2018-seehof.jpg,In stock,null
218,Weissburgunder 1L 2018 Brand,https://www.kingscountywines.com/weissburgunder-1l-2018-brand.html,16.99,"Dry, luscious LITER pinot blanc from the Pfalz. Organic.",2020-02-10 22:52:53.307891,https://cdn.shoplightspeed.com/shops/603808/files/15099943/weissburgunder-1l-2018-brand.jpg,In stock,null
219,"Chenin ""Vista Verde"" 2017 Methode Sauvage",https://www.kingscountywines.com/chenin-vista-verde-2017-methode-sauvage.html,29.99,"Limestone soils in Monterey. Stone fruit & umami, backed by bright acid. Versatile.",2020-02-10 22:52:53.508693,https://cdn.shoplightspeed.com/shops/603808/files/14966044/chenin-vista-verde-2017-methode-sauvage.jpg,In stock,null
220,Bugey Cerdon Rosé Demi-Sec NV Dentelle,https://www.kingscountywines.com/bugey-cerdon-rose-demi-sec-nv-dentelle.html,22.99,Off-dry sparkler of old-vine gamay/poulsard. Maple and scuppernong! Quite gulpable.,2020-02-10 22:52:53.698145,https://cdn.shoplightspeed.com/shops/603808/files/17199618/bugey-cerdon-rose-demi-sec-nv-dentelle.jpg,In stock,null
221,Egri Bikavér 2016 Gál Tibor,https://www.kingscountywines.com/egri-bikaver-2016-gal-tibor.html,17.99,"Traditional Hungarian Bull's Blood (vegan!). Volcanic field blend, dry af.",2020-02-10 22:52:53.886244,https://cdn.shoplightspeed.com/shops/603808/files/15099818/egri-bikaver-2016-gal-tibor.jpg,In stock,null
222,Bierzo Blanco 2018 Armas de Guerra,https://www.kingscountywines.com/bierzo-blanco-2018-armas-de-guerra.html,13.99,"Rich, saline godello & dona blanca blend. For your shellfish needs.",2020-02-10 22:52:54.085106,https://cdn.shoplightspeed.com/shops/603808/files/14967342/bierzo-blanco-2018-armas-de-guerra.jpg,In stock,null
223,Txacoli Rosé de Getaria 2018 Rezabal,https://www.kingscountywines.com/txacoli-rose-de-getaria-2018-rezabal.html,16.99,"Spritzy, minerally, wild-strawberrily. Basque in the sunshine.",2020-02-10 22:52:54.312339,https://cdn.shoplightspeed.com/shops/603808/files/14784055/txacoli-rose-de-getaria-2018-rezabal.jpg,In stock,null
224,Rosé NV Paolo Palumbo,https://www.kingscountywines.com/rose-nv-paolo-palumbo.html,10.99,"Neopolitan rosé! Great value, not short on character. Smells maple-y.",2020-02-10 22:52:54.499945,https://cdn.shoplightspeed.com/shops/603808/files/14783290/rose-nv-paolo-palumbo.jpg,In stock,null
225,Chablis Bienommée 2017 Poitout,https://www.kingscountywines.com/chablis-bienommee-2017-poitout.html,24.99,"Briskly mineral. Like licking a chalkboard. Fresh, clean, exciting.",2020-02-10 22:52:54.731382,https://cdn.shoplightspeed.com/shops/603808/files/14967437/chablis-bienommee-2017-poitout.jpg,In stock,null
226,Vino Tinto 2017 Traslapiedra,https://www.kingscountywines.com/vino-tinto-2017-traslapiedra.html,21.99,"Malbec/cab/merlot blend. Juicy fun. Natural, different Argentina.",2020-02-10 22:52:54.964260,https://cdn.shoplightspeed.com/shops/603808/files/15360469/vino-tinto-2017-traslapiedra.jpg,In stock,null
227,I Love French Rosé 250ml (can) 2018 Castelbarry,https://www.kingscountywines.com/i-love-french-rose-250ml-can-castelbarry.html,4.99,"...and so do we. Dry, unfutzed, real good. Take me with you!",2020-02-10 22:52:55.183406,https://cdn.shoplightspeed.com/shops/603808/files/15878317/i-love-french-rose-250ml-can-2018-castelbarry.jpg,In stock,null
228,Bourgogne H-C de Nuits 2018 Olivier,https://www.kingscountywines.com/bourgogne-h-c-de-nuits-2017-olivier.html,25.99,"Hand-made, old-school white Burg. Not too oaky; nice and saline.",2020-02-10 22:52:55.379429,https://cdn.shoplightspeed.com/shops/603808/files/14609059/bourgogne-hautes-cotes-de-nuits-2017-olivier.jpg,In stock,null
229,Pinotage 2017 Lammershoek,https://www.kingscountywines.com/pinotage-2017-lammershoek.html,16.99,"Not-too-heavy pinotage. Light on its feet, plenty of blackberry, a little smoky.",2020-02-10 22:52:55.580207,https://cdn.shoplightspeed.com/shops/603808/files/17093667/pinotage-2017-lammershoek.jpg,In stock,null
230,Tempranillo 1L 2018 Hand Work,https://www.kingscountywines.com/tempranillo-1l-2018-hand-work.html,10.99,Gulpalicious liter of hand-made Tempranillo. Vegan! Organic! Low SO2 added!,2020-02-10 22:52:55.800108,https://cdn.shoplightspeed.com/shops/603808/files/14967487/tempranillo-1l-2018-hand-work.jpg,In stock,null
231,Txacoli de Getaria 2018 Rezabal,https://www.kingscountywines.com/txacoli-de-getaria-2018-rezabal.html,16.99,"Mineral, dry, spritzy white, hints at lemon zest and seashells. Gulp it.",2020-02-10 22:52:56.054234,https://cdn.shoplightspeed.com/shops/603808/files/15878406/txacoli-de-getaria-2018-rezabal.jpg,In stock,null
232,Barbaste 2018 Mas Des Agrunelles,https://www.kingscountywines.com/barbaste-2018-mas-des-agrunelles.html,25.99,"High elevation chardonnay + friends. Minerally, fresh pear. Killer.",2020-02-10 22:52:56.255495,https://cdn.shoplightspeed.com/shops/603808/files/14439270/barbaste-2018-mas-des-agrunelles.jpg,In stock,null
233,Pinot Grigio 2018 Il Tasso,https://www.kingscountywines.com/pinot-grigio-2018-il-tasso.html,14.99,"Fuller bodied than the house wine, but still refreshing!",2020-02-10 22:52:56.471376,https://cdn.shoplightspeed.com/shops/603808/files/14395135/pinot-grigio-2018-il-tasso.jpg,In stock,null
234,Vinho Verde 1.5L 2015 Casa do Valle,https://www.kingscountywines.com/vinho-verde-15l-2015-casa-do-valle.html,35.99,"Still vinho verde. Field blend. Stunning, saline, PERFECT for summer.",2020-02-10 22:52:56.705420,https://cdn.shoplightspeed.com/shops/603808/files/14524285/vinho-verde-15l-2015-casa-do-valle.jpg,In stock,null
235,Cinsault Twyfeling 2017 Bosman Family,https://www.kingscountywines.com/cinsault-twyfeling-2017-bosman-family.html,24.99,"Fresh, smoky, succulent cinsault. Sustainable, vegan, woman-made.",2020-02-10 22:52:56.893359,https://cdn.shoplightspeed.com/shops/603808/files/14439144/cinsault-twyfeling-2017-bosman-family.jpg,In stock,null
236,Malvasia Parellada 2017 Vinyes Singulars,https://www.kingscountywines.com/malvasia-parellada-2017-vinyes-singulars.html,31.99,"Silky, beautiful malvasia w/ some chestnut wood age. Floral, perfect.",2020-02-10 22:52:57.103476,https://cdn.shoplightspeed.com/shops/603808/files/14439284/malvasia-parellada-2017-vinyes-singulars.jpg,In stock,null
237,Bourgogne Rouge 2017 Huber-Verdereau,https://www.kingscountywines.com/bourgogne-rouge-2017-huber-verdereau.html,27.99,"Biodynamic pinot noir. Violets galore, plenty of back. Opulent.",2020-02-10 22:52:57.314542,https://cdn.shoplightspeed.com/shops/603808/files/14350114/bourgogne-rouge-les-constances-2017-huber-verderea.jpg,In stock,null
238,Franciacorta Demetra 2011 Mirabella,https://www.kingscountywines.com/franciacorta-demetra-2011-mirabella.html,38.99,"6-year-lees-aged, creamy, rich bubbly. Instead of Champagne, which costs too much.",2020-02-10 22:52:57.494792,https://cdn.shoplightspeed.com/shops/603808/files/14380072/franciacorta-demetra-2011-mirabella.jpg,In stock,null
239,Tinto 2018 Lezíria,https://www.kingscountywines.com/tinto-2018-leziria.html,11.99,"Juicy, perfumed 30-grape field blend. Summery. Natural ferment.",2020-02-10 22:52:57.729550,https://cdn.shoplightspeed.com/shops/603808/files/14255528/tinto-2018-leziria.jpg,In stock,null
240,Saumur-Champigny Les Sables 2018 Chaintres,https://www.kingscountywines.com/saumur-champigny-les-sables-2018-chaintres.html,17.99,"Natural-ferment cab franc. Black pepper, freesia, nice & ripe. Yum!",2020-02-10 22:52:58.132724,https://cdn.shoplightspeed.com/shops/603808/files/16877863/saumur-champigny-les-sables-2018-chaintres.jpg,In stock,null
241,Tinc Set Baudili 2018 Ramon Jane,https://www.kingscountywines.com/tinc-set-baudili-2018-ramon-jane.html,21.99,Crisp & creamy coferment of xarel-lo & parellada. A natural with shellfish.,2020-02-10 22:52:58.314826,https://cdn.shoplightspeed.com/shops/603808/files/16877958/tinc-set-baudili-2018-ramon-jane.jpg,In stock,null
242,Cava Brut Nature Indomable 2013 Mas Candi,https://www.kingscountywines.com/cava-brut-nature-indomable-2013-mas-candi.html,32.99,"Complex, savory, bright. 5 years' lees aging. Stunning & elegant, just like you.",2020-02-10 22:52:58.523179,https://cdn.shoplightspeed.com/shops/603808/files/16877973/cava-brut-nature-indomable-2013-mas-candi.jpg,In stock,null
243,Nero d'Avola 2017 Feudo Montoni,https://www.kingscountywines.com/nero-davola-2017-feudo-montoni.html,21.99,"Mineral, cherry-candy-scented deliciousness from Sicily.",2020-02-10 22:52:58.746155,https://cdn.shoplightspeed.com/shops/603808/files/16967583/nero-davola-2017-feudo-montoni.jpg,In stock,null
244,Riesling Charta 2018 Johannishof,https://www.kingscountywines.com/riesling-charta-2017-johannishof.html,21.99,"Dry Rheingau with red apple and grapefruit notes, only hints at sweetness.",2020-02-10 22:52:58.935466,https://cdn.shoplightspeed.com/shops/603808/files/16877713/riesling-charta-2018-johannishof.jpg,In stock,null
245,"Primitivo ""Calx"" 2018 Cantine Polvanera",https://www.kingscountywines.com/primitivo-calx-2018-cantine-polvanera.html,15.99,"Winter-weather primitivo. Rich, round, takes the frost off.",2020-02-10 22:52:59.123399,https://cdn.shoplightspeed.com/shops/603808/files/16877807/primitivo-calx-2018-cantine-polvanera.jpg,In stock,null
246,Zinfandel 2017 A. Rafanelli Vineyard,https://www.kingscountywines.com/zinfandel-2017-a-rafanelli-vineyard.html,54.99,"Tiny-production, super-exclusive, don't tell anyone where you got this.",2020-02-10 22:52:59.316807,https://cdn.shoplightspeed.com/shops/603808/files/17437206/zinfandel-2017-a-rafanelli-vineyard.jpg,In stock,null
247,"Pinot Grigio ""Sometimes"" 2017 Asconi",https://www.kingscountywines.com/pinot-grigio-sometimes-2017-asconi.html,7.99,"Great value pinot grigio from Moldova. Cooking, drinking, you name it.",2020-02-10 22:52:59.529378,https://cdn.shoplightspeed.com/shops/603808/files/16779065/pinot-grigio-sometimes-2017-asconi.jpg,In stock,null
248,Pithos Bianco 2018 COS,https://www.kingscountywines.com/pithos-bianco-2018-cos.html,34.99,Orange-style wine that smells of dried mango and black tea. Organic.,2020-02-10 22:52:59.740002,https://cdn.shoplightspeed.com/shops/603808/files/16778457/pithos-bianco-2018-cos.jpg,In stock,null
249,Sforzato di Valtellina 2013 Alfio Mozzi,https://www.kingscountywines.com/sforzato-di-valtellina-2013-alfio-mozzi.html,49.99,Nebbiolo vinified like Amarone. Gooey Alpine ecstasy.,2020-02-10 22:52:59.942011,https://cdn.shoplightspeed.com/shops/603808/files/16778914/sforzato-di-valtellina-2013-alfio-mozzi.jpg,In stock,null
250,Sangiovese Modigliana Tramazo 2016 Mutiliana,https://www.kingscountywines.com/sangiovese-di-romagna-tramazo-2016-modigliana.html,39.99,"Refreshing, intensely pretty sangio. No wood, all minty herbal charm.",2020-02-10 22:53:00.154780,https://cdn.shoplightspeed.com/shops/603808/files/16778938/sangiovese-modigliana-tramazo-2016-mutiliana.jpg,In stock,null
251,"Caluso Passito ""Sule"" 2009 375ml Orsolani",https://www.kingscountywines.com/caluso-passito-sule-2009-orsolani.html,26.99,Passito Erbaluce from Caluso's best. Apricots and honey.,2020-02-10 22:53:00.360125,https://cdn.shoplightspeed.com/shops/603808/files/16877752/caluso-passito-sule-2009-375ml-orsolani.jpg,In stock,null
252,Barolo 2015 Fletcher,https://www.kingscountywines.com/barolo-2015-fletcher.html,59.99,Serious business from a dynamic new cellar. Superb in structure and texture.,2020-02-10 22:53:00.563959,https://cdn.shoplightspeed.com/shops/603808/files/16779038/barolo-2015-fletcher.jpg,In stock,null
253,Riesling Fass 2 Extra Trocken 2018 Lauer,https://www.kingscountywines.com/riesling-fass-2-extra-trocken-2018-peter-lauer.html,26.99,"Superdry, ideal Mosel riesling from a cult producer. Laserbeams.",2020-02-10 22:53:00.833425,https://cdn.shoplightspeed.com/shops/603808/files/16665329/riesling-fass-2-extra-trocken-2018-peter-lauer.jpg,In stock,null
254,Riesling Fass 15 'Stirn' 2018 Peter Lauer,https://www.kingscountywines.com/riesling-fass-15-stirn-2018-peter-lauer.html,44.99,Essentially a Grand Cru Mosel riesling. Electrifying. You'll tremble.,2020-02-10 22:53:01.053459,https://cdn.shoplightspeed.com/shops/603808/files/16665322/riesling-fass-15-stirn-2018-peter-lauer.jpg,In stock,null
255,Torrette 2018 Grosjean,https://www.kingscountywines.com/torrette-2018-grosjean.html,21.99,Certified organic Alpine blend of native varieties. Umami-rich!,2020-02-10 22:53:01.247046,https://cdn.shoplightspeed.com/shops/603808/files/16665382/torrette-2018-grosjean.jpg,In stock,null
256,Cabernet Sauvignon 2018 Wits End,https://www.kingscountywines.com/cabernet-sauvignon-2018-wits-end.html,17.99,"Eucalyptus, lifted dark fruits, soft tannin. Fragrant, floral, frisky.",2020-02-10 22:53:01.460080,https://cdn.shoplightspeed.com/shops/603808/files/16700525/cabernet-sauvignon-2018-wits-end.jpg,In stock,null
257,Shiraz 2018 Norfolk Rise,https://www.kingscountywines.com/shiraz-2018-norfolk-rise.html,17.99,"Great syrah character, kinda Rhone-ish, not too dense. Yum.",2020-02-10 22:53:01.722897,https://cdn.shoplightspeed.com/shops/603808/files/16700497/shiraz-2018-norfolk-rise.jpg,In stock,null
258,Müller 2018 Enderle & Moll,https://www.kingscountywines.com/mueller-2018-enderle-moll.html,19.99,Biodynamic cult wine from two guys in a tiny cellar. Special.,2020-02-10 22:53:01.901455,https://cdn.shoplightspeed.com/shops/603808/files/16665308/mueller-2018-enderle-moll.jpg,In stock,null
259,Tinto Rufia 2016 Quinta da Boavista,https://www.kingscountywines.com/vinho-tinto-rufia-2016-quinta-da-boavista.html,19.99,"Portuguese rufete. Silky tannins, easy pomegranate fruit. Heroic with herb-roasted bird.",2020-02-10 22:53:02.104158,https://cdn.shoplightspeed.com/shops/603808/files/16665380/tinto-rufia-2016-quinta-da-boavista.jpg,In stock,null
260,"Plavac Mali ""Marica"" 2017 Mrgudic",https://www.kingscountywines.com/plavac-mali-marica-2017-mrgudic.html,21.99,"Delicately floral, pinot noir-like little beauty. Supernatural, ultraviolet.",2020-02-10 22:53:02.298900,https://cdn.shoplightspeed.com/shops/603808/files/16665387/plavac-mali-marica-2017-mrgudic.jpg,In stock,null
261,Barbera d'Asti Ruleja 2009 Montegrosso,https://www.kingscountywines.com/barbera-dasti-ruleja-2009-montegrosso.html,29.99,Barrel-aged barbera made in a spooky old castle. Fantastic.,2020-02-10 22:53:02.545948,https://cdn.shoplightspeed.com/shops/603808/files/16657896/barbera-dasti-ruleja-2009-montegrosso.jpg,In stock,null
262,"Minervois ""La Touge"" 2017 Chateau Maris",https://www.kingscountywines.com/minervois-la-touge-2017-chateau-maris.html,22.99,"Ripe berries, candied violets, barnyard. This one's got it all.",2020-02-10 22:53:02.748079,https://cdn.shoplightspeed.com/shops/603808/files/16700450/minervois-la-touge-2017-chateau-maris.jpg,In stock,null
263,"Syrah ""Generoso"" 2019 Laurent Family",https://www.kingscountywines.com/syrah-generoso-2018-laurent-family.html,11.99,"Gutsy, delicious syrah. Pepper, game, eucalyptus.",2020-02-10 22:53:02.962538,https://cdn.shoplightspeed.com/shops/603808/files/16289480/syrah-generoso-2019-laurent-family.jpg,In stock,null
264,Tinaktorogos 2017 Ktima Brintziki,https://www.kingscountywines.com/tinaktorogos-2017-ktima-brintziki.html,14.99,"Ancient indigenous variety. Balanced, creamy, fragrant with white flowers.",2020-02-10 22:53:03.409311,https://cdn.shoplightspeed.com/shops/603808/files/17597505/tinaktorogos-2017-ktima-brintziki.jpg,In stock,null
265,Sancerre Rouge 2017 Berthier,https://www.kingscountywines.com/sancerre-rouge-2017-berthier.html,23.99,"Soulful, superviolet, delicate pinot noir! Save on Burgundy, this is it.",2020-02-10 22:53:03.687487,https://cdn.shoplightspeed.com/shops/603808/files/17199264/sancerre-rouge-2017-berthier.jpg,In stock,null
266,Albariño O Sebal 2018 Albamar*,https://www.kingscountywines.com/albarino-o-sebal-2018-albamar.html,24.99,"Very different, super charming albariño. Dense, creamy, salty fun.",2020-02-10 22:53:03.974078,https://cdn.shoplightspeed.com/shops/603808/files/17199307/albarino-o-sebal-2018-albamar.jpg,In stock,null
267,Refošk Baracija 2017 Clai Wines,https://www.kingscountywines.com/refosk-baracija-2017-clai-wines.html,24.99,"Structured & supple. Deep blackberry, a whiff of woody herbs. Obsessed.",2020-02-10 22:53:04.193448,https://cdn.shoplightspeed.com/shops/603808/files/17199411/refosk-baracija-2017-clai-wines.jpg,In stock,null
268,Piccolo Derthona 2017 Terralba,https://www.kingscountywines.com/piccolo-derthona-2017-terralba.html,19.99,"100% Timorasso, hand-made in the hills of eastern Piedmont. Real good!",2020-02-10 22:53:04.502996,https://cdn.shoplightspeed.com/shops/603808/files/17199865/piccolo-derthona-2017-terralba.jpg,In stock,null
269,Vermentino 2019 Wits End,https://www.kingscountywines.com/vermentino-2019-wits-end.html,16.99,"Crisp, refreshing, honeydew-scented beauty. Dry-farmed.",2020-02-10 22:53:04.702970,https://cdn.shoplightspeed.com/shops/603808/files/17199486/vermentino-2019-wits-end.jpg,In stock,null
270,Champagne L'Unanime NV Noël Bazin,https://www.kingscountywines.com/champagne-lunanime-nv-noel-bazin.html,43.99,"Deeply flavored, umami-rich, grower Blanc de Blancs. Can match any food.",2020-02-10 22:53:04.901730,https://cdn.shoplightspeed.com/shops/603808/files/17093757/champagne-lunanime-nv-noel-bazin.jpg,In stock,null
271,Sauvignon Blanc/Macabeo 2018 Realce,https://www.kingscountywines.com/sauvignon-blanc-macabeo-2018-realce.html,10.99,"A peachy, fleshy, salty thing! Dry, delicious, fresh.",2020-02-10 22:53:05.122538,https://cdn.shoplightspeed.com/shops/603808/files/17746570/sauvignon-blanc-macabeo-2018-realce.jpg,In stock,null
272,Shiraz Milton Park 2017 Thorn-Clark,https://www.kingscountywines.com/shiraz-milton-park-2017-thorn-clark.html,13.99,"Rich, round, fragrant shiraz from Barossa & Adelaide. Nails it.",2020-02-10 22:53:05.370754,https://cdn.shoplightspeed.com/shops/603808/files/17093698/shiraz-milton-park-2017-thorn-clark.jpg,In stock,null
273,Nerello Mascalese 2018 Ayunta*,https://www.kingscountywines.com/nerello-mascalese-2018-ayunta.html,21.99,"Bright & clean Etna nerello. Silky, sour cherry friend of food.",2020-02-10 22:53:05.569862,https://cdn.shoplightspeed.com/shops/603808/files/17093635/nerello-mascalese-2018-ayunta.jpg,In stock,null
274,Catarratto L'Isola del Satiro 2018 Alcesti,https://www.kingscountywines.com/catarratto-2013-la-isola-dei-profumi-23943791.html,11.99,"Easy-gulping, fresh & fruity fun. Orange flowers & pulp. Creepy were-turtle label.",2020-02-10 22:53:05.775658,https://cdn.shoplightspeed.com/shops/603808/files/17093584/catarratto-lisola-del-satiro-2018-alcesti.jpg,In stock,null
275,Barbera d'Asti Arduine 2018 Bocchino,https://www.kingscountywines.com/barbera-dasti-arduine-2018-giuseppe-bocchino.html,15.99,"Superduper, easygoing, cocoa-scented barbera.  Grab this now.",2020-02-10 22:53:05.965469,https://cdn.shoplightspeed.com/shops/603808/files/16967305/barbera-dasti-arduine-2018-giuseppe-bocchino.jpg,In stock,null
276,Pinot Noir 2018 Langlois,https://www.kingscountywines.com/pinot-noir-2018-langlois.html,15.99,"Awesome new vintage! Forest floor, hand to god. So good.",2020-02-10 22:53:06.149978,https://cdn.shoplightspeed.com/shops/603808/files/16967031/pinot-noir-2018-langlois.jpg,In stock,null
277,Condado do Tea Albariño 2018 Fento,https://www.kingscountywines.com/condado-do-tea-albarino-2018-fento.html,27.99,"Delicate florals, meyer lemon low notes, a fresh summer breeze. Perfect.",2020-02-10 22:53:06.339989,https://cdn.shoplightspeed.com/shops/603808/files/17093639/condado-do-tea-albarino-2018-fento.jpg,In stock,null
278,Anjou Somnambule 2018 Le Fief Noir,https://www.kingscountywines.com/anjou-somnambule-2018-le-fief-noir.html,21.99,"Cab franc + grolleau. Black fruit, black dirt. Expertly balanced.",2020-02-10 22:53:06.541248,https://cdn.shoplightspeed.com/shops/603808/files/17093624/anjou-somnambule-2018-le-fief-noir.jpg,In stock,null
279,Seyval-Chardo 2018 Les Pervenches,https://www.kingscountywines.com/seyval-chardo-2108-les-pervenches.html,36.99,"Crisp, clean Quebecois answer to Chablis. Round, with plenty of zingy acidity. A gem.",2020-02-10 22:53:06.742543,https://cdn.shoplightspeed.com/shops/603808/files/17093591/seyval-chardo-2018-les-pervenches.jpg,In stock,null
280,Priorat 2017 Cesca Vicent,https://www.kingscountywines.com/priorat-2017-cesca-vicent.html,20.99,"Natural, old-vines garnacha! Kaboom.",2020-02-10 22:53:06.964402,https://cdn.shoplightspeed.com/shops/603808/files/17093575/priorat-2017-cesca-vicent.jpg,In stock,null
